,text
65,"Ralph S. Northam: We stand with Levi against sexual assault against students. - Sign the Petition! https://t.co/C43PuQz8jg via @Change 

#MeToo #Metoomovement #fortchiswell #fortchiswellfootball @GovernorVA @FairfaxJustin @Alyssa_Milano @RAINN"
66,@HananyaNaftali #Feminist in America don’t care for this. They are not will to fight in other countries. #Metoomovement is a fake reaction to anything.
67,"""Teach children good touch/bad touch, and body ownership!"" #PMInc #ASMSG #MeToo 
https://t.co/UZ809MVCHu #IARTG #kidlit #picturebook #ChildrensBooks #SexAbuse @MaryLSchmidt #SCBWI #IAN1 #bookboost #educators #parents 
#MeTooMovement #childabuse #kidsbooks #parentingtips #abused https://t.co/hDUBWnekjs"
68,"Please vote 4 my book cover for cover of the month. Help others with child loss, grief, abuse. Thank you kindly. 
https://t.co/Z4Tp8t2aOc #ASMSG #IARTG #metoomovement #ChildhoodCancer #specialneeds #childloss #pdf1 #RomanceReaders #ian1 
#DomesticAbuse #Romance #CR4U #CoPromosRT"
69,"Please vote 4 my book cover for cover of the month. Help others with child loss, grief, abuse. Thank you kindly. 
https://t.co/Z4Tp8t2aOc 
#ASMSG #IARTG #metoomovement #ChildhoodCancer #specialneeds #childloss #pdf1 #RomanceReaders #ian1 
#DomesticAbuse #Romance #CR4U"
70,These guys put on a show to make you feel bad for them.  My Ass! Harvey most likely has a head of celery shoved up his Ass that’s why he walks like a caveman! #Metoomovement #Trumpspeech #ThursdayMotivation #Americans #CoronavirusPandemic #hill #311Day2020 Vote @JoeBiden @ewarren https://t.co/tMn5sHMrxz
71,"Wakeup World! FREAKING DO SOMETHING! #Metoomovement Teach Our male and female youth about proper Sexuality and behavior.  No Means No, Stop, Don’t , I Can’t, push away! ALL MEANS SAME THING! #YouthWithYou2020 #youthforclimate #EducationNeverDies @NYCMayor Stop @StopSexTraffic1"
72,"He didn’t know! Full of Shit! Poor girls who had this Filthy Dirty Slob as a Dad! My Prayers are with his girls, God knows what this Pig did! And his Wife needs therapy as well to cleanse. #Metoomovement #CoronaOutbreak #HarveyWeinsteinGuilty #RemoveTrumpNow #COVD19 #LockThemUp ! https://t.co/tMn5sHMrxz"
73,"Me too  ends Harvey Weinstein 

 He could have continued making successful movies and winning  awards... 
But our successful life depends on  our character as well...!
#MeToo 
#Metoomovement 
#HarveyWeinstein 
#HarveyWeinsteinGuilty https://t.co/FcDCl21OzD"
74,About time lock him up now.  He didn’t have a back operation he had his big hanging Testes Pinned Together!  Lock Him Up! Put him in same Jail Cell as Dirty Impeached Trump! #Metoomovement #COVD19 #FlattenTheCurve #SocialDistancing #Americans #BREAKING @MikeBloomberg https://t.co/p0C6NCejBw
75,"Hollywood rapist Harvey Weinstein jailed for 23 years #Rape #HarveyWeinstein #SexualAssault #MeTooMovement #NewYork
https://t.co/DYuQ8uUpF6"
76,"I say this as someone who was actually a really big fan... It SHOULD have tanked his career, but it sure as shit hasn't 😑

You can't tank and make bank you silly fucks. 🙄

(those of you who don't know. Think back to #Metoomovement) https://t.co/QSlrRKZElE"
77,"This is historic! Really brave of the women who came out and set the ball rolling for #MeToo.
#MeTooMovement #HarveyWeinstein #HarveyWeinsteinGuilty #dinalipi https://t.co/MUZXaumTQK"
78,"#HarveyWeinstein back in hospital for chest pains, immediately following 23-year prison sentence 

@HarveyWeinstein #MeToo #Metoomovement https://t.co/RDLuWV11jB"
79,@Tiff_FitzHenry @BabyBouncyFeet I wonder what the #Metoomovement thinks of her?
80,"#HarveyWeinstein sentenced to 23 years in prison for rape #Metoomovement #darksideofhollywood #WorldNews 

https://t.co/4m6EeLJKbk"
81,Trump must go #RemoveTrumpNow Flip Senate Republicans who have no backbones!  Traitors lick Trumps Ass cause he’s got dirt on all of them!   Don’t worry USA doesn’t want you guys anymore #Metoomovement @impeachmnt_soon @GOP @CDCGlobal @CDCgov https://t.co/zHKloBMP3M
82,"After getting 23 years in prison, #HarveyWeinstein compares himself to victims of #McCarthyism in a bizzare courtroom rant

@HarveyWeinstein #MeToo #Metoomovement https://t.co/irl9qTXL4a"
83,Yes Remove The Clown with Orange Hair and fake Orange Tan!  Impeached Dirty Trump Must Go! @mike_hogan @MikeBloomberg @NYPDchaplains #Metoomovement #CDC #RemoveTrumpNow #Americans #LGBTQProud #LGBTQpower #COVIDー19 #CoronaVirusUpdate REMOVE FLIP SENATE TO DEMOCRATIC LEADERS Vote! https://t.co/yMzj4FVsvS
84,@ShaunAlleman @ezralevant You don’t support #Metoomovement ?
85,"A judge in #NewYork has sentenced #HarveyWeinstein. He is to serve between 5 to 23 years in #prison #metoo #Metoomovement 
https://t.co/5366vdHCkI https://t.co/m7oc9ZQSuU"
86,"“Singer and actor Ali Zafar, media tycoon Hameed Haroon, trans model Kami Sid and vlogger Ukhano have all filed defamation lawsuits against the men or women who have publicly accused them of sexual misconduct” #Metoomovement 
https://t.co/KMQQHeTVmu"
87,#Metoo So what are ya’ll doing about Amber Heard? #Metoomovement
88,"A powerful and important sentencing. Misogyny, sexual harassment &amp; abuse of power is being recognised and I hope stamped out. It is never and was never acceptable. Let this message ring out to every corner of the globe. #metoomovement https://t.co/CFV1TE3VLK"
89,"Film producer #HarveyWeinstein was sentenced to 23 years in prison for a #rape and sexual assault case that ignited the #Metoomovement in America.

#MeToo https://t.co/316MdvvHNs"
90,"@nytimes Add 2,000 more years just for emphasis and to let Predators know #TimesupforReal !!🤘🏻😈💪💞
#Metoomovement 
#Kids2 #Justicforall #Mentoo"
91,So Weinstein is the poster boy for the #Metoomovement
92,@marionmckeone Justice has been served delighted for all the brave women who spoke out #Metoomovement and also for those who didn't #Weinstein will not last long behind bars
93,"@CNN He should be transferred to Uglyvue hospital!
#MeToo
#Metoomovement 
#Easyescape"
94,"Weinstein handed 23-year jail term, taken to hospital for chest pains #Twitter #MeTooMovement #HarveyWeinstein #SexualAssault #SexualMisconduct
https://t.co/OoIkSdgg9x"
95,"Media Mogul #HarveyWeinstein Sentenced to 23 Years in Prison for Rape #Metoomovement #MeToo 

https://t.co/XJaA8TD0sz"
96,#sociologists not only is this a great step in the right direction for womens voices but also more evidence for your exam #Metoomovement #globalisation #feminism #lovesociology #sociologyeveryday #revision #crime https://t.co/sT3x0GmAY1
97,"Hollywood rapist Harvey Weinstein jailed for 23 years
#HollywoodRapist #HarveyWeinstein #Jailed23years #MeToo #MeToomovement #sexualassault #GVSNews #LosAngeles 
https://t.co/dZlZwYC3yE"
98,"Harvey Weinstein sentenced to 23 years in prison #Rape #MeTooMovement #HarveyWeinstein #NewYork #SexualAssault
https://t.co/NoW8hozZKy"
99,@FJFirstOfficial it seems to be another #Metoomovement #MeToo in Fiji https://t.co/UmZfSKBm3D
100,This is another type of #Metoomovement We're all sick of T https://t.co/zHzI4lNG72
101,"#Metoomovement This is its success. 

Way to go for keeping workplaces safe. 

https://t.co/vu520Dmu1v"
102,I remember how most of us had been sexually violated and abused by men. And how we all spoke out and confided in each other. I remember the #Metoomovement
103,"23 years jail for #MeToo predator

#Metoomovement #HarveyWeinstein #HarveyWeinsteinGuilty 
Read Here==&gt;https://t.co/FTwPHZ9N9v https://t.co/QtX4C8NNN4"
104,@nicolexgarvey Hey check this out. These messages do not in anyway prove anything you are saying is the truth. Cj is simply angry with you because obviously you can't keep personal shit personal. There is zero indication of long time abuse in his messages. You just wanted to #Metoomovement CJ
105,"All the #SilenceBreakers &amp; #RonanFarrow Thanking you is the beginning but not the end. The ripple effects are forever; the world has truly shifted because #111SilenceBreakers came forward.

Old doors close... new ones open. #HireHer

#ibelieveher
#TimesUp
#MeToo
#Metoomovement ✊ https://t.co/ScTFXCLlWQ"
106,@milligram_c4d you realize your putting your tits out for an 80yr old dude who think socialism works...this coming from the same people that invented the #Metoomovement
107,@DICKS @DelaneyyLyn How about supplying your stores w/ girls merchandise? Aisles and racks and more racks full of items for boys and grown men! Shame on you @DICKS #its2020 #girlsareimportanttoo #Metoomovement https://t.co/7IFyJRYF7o
108,"#Metoomovement #MeToo #JoeBiden #BidenLosesToTrump 

EIGHT allegations over a year ago... @JoeBiden is NOT electable!! 

https://t.co/VGzq6NZY0i"
109,@billmaher Says the guy who generally mocks the #Metoomovement and dismisses most sex assault allegations
110,Harvey Weinstein’s sentencing today is a landmark moment and makes me grateful for @jodikantor @mega2e &amp; @RonanFarrow  as without their journalism and perseverance we would still exist in the same ecosystem as before. #TimesUp #Metoomovement #metoo #WeinsteinSentencing
111,"@voxdotcom In Chinese there’s a saying, ‘to kill a chicken to warn the monkey’. He is the chicken selected to warn the monkeys.

#Metoomovement"
112,"@HarveyWeinstein got 23 yrs today... Have you ever caught yourself hoping that inmates will sort of just, do their thing? #HarveyWeinsteinAintGonnaKillHimself congrats #Metoomovement may they fall like dominos."
113,Weinstein gets 23 years in sentence hailed by accusers (from @AP) #HarveyWeinsteinGuilty #HarveyWeinstein #Metoomovement  https://t.co/rQHfdaGvDO
114,@JimCarrey So fandamn-tastic. #23years #Metoomovement #JimCarreyforpresident
115,It’s a terrible time we’re living in when you see a status that says “not Tom Hanks!“ And you’re afraid to know... Corona or Me Too? #CoronaVirusUpdate #Metoomovement #TomHanks and #RitaWilson
116,@CandyPinNow Wades Lawsuit explained in 67 seconds! #LeavingNeverland #10YearsWithoutMichaelJackson #mjfam #waderobson #MeToo #MeTooMovement https://t.co/5Xn0gW5Zh8 No credible evidence
117,"Harvey Weinstein has been sentenced to 23 years in prison. We stand with the brave women who spoke out against him.

#metoo #Metoomovement #HarveyWeinstein https://t.co/sqXpiguxDD"
118,"Thank you, women for shifting the culture! It's not your job, but you are serving the whole planet and I honor you for your sacrifices and burdens. I hope to lift up your voices! 
#respectwomen #metoomovement #MeToo #victory #farfromover #harveyweinstein
 https://t.co/HFdgSCTCXS https://t.co/QprgZK0GMm"
119,"This white girl was l👀 ing at me in the gym today, she wanted my attention so bad, but I just kept to myself, because of the #Metoomovement."
120,@hill @WCTNDP @washingtonpost @1010WINS #Metoomovement One Sickening Person Found Guilty and Jailed.  Now let’s attack this Virus USA.  @CDCGlobal https://t.co/3XsF5xUslp
121,"RESPECT my property, my person which is not the case in  SMC &amp; LA. doing my best not to be a Matthew 7:6 #MentalHealthMatters #MentalHealthAwareness #metoo #Metoomovement oh how i wish PEOPLE could stay in their OWN LANE and get out of my lane. LA COUNTY is TOXIC to me🤢🙄🤒😰🤮"
122,#SilenceBreakers staying strong and it's not easy to do. The one truth we can't escape is the repercussions of reporting these things are almost unbearable. #hiresurvivors #hiresurvivorshollywood #MeToo @hiresurvivors @hire_Vermont has ignored #Metoomovement women What's up #VT ? https://t.co/CGPyqCmmOu
123,#Metoomovement #berniedropout @MikeBloomberg @ewarren Register Vote Flip Senate! 2021 Vision - Joe Biden President - World Leaders Work Together for cure #coronavirus @Amgen @indbio @EUBioLibrary @InnBioresearch @BIOresearch_NRM @NIH @CyberDataCenter Vote For Dem Leader @JoeBiden https://t.co/2eMvXtWKSY
124,"@thehill 🙄 Big baby !But, just for the record - I am NOT about the #MeToomovement although I don't give a damn about this guy! He makes me sick.I still do question the decisions made by the females involved-1 example?  meetings at a hotel at night? Gotta use your brain!! All I'm saying!"
125,"my stolen house keys where i had to stay outside just to avoid vincent grant the manager the main man who SEXUALLY HARASSED for three years #metoo #metoomovement my book ""EAT SMOKE ALCOHOL DRUGS: I CHOOSE TO WRITE"" was stolen from SMC 's Library. #MentalHealthAwareness"
126,@ShyDeplorable He’s a smart man!! Why would you not protect yourself in the #Metoomovement ?
127,"@dangelalansbury @duckchute Utopia!  If only the world was made up of lovely people, #BeKind would not have to be requested; #Metoomovement wouldn't have to wait an age to see justice for those who invade personal space &amp; do not respect the word 'NO';  let's keep the pressure on each other to #becomelovely!"
128,"23 years. Marvellous.
.
.
.
https://t.co/S8plh75AXu
.
.
.
.
.
.
.
.
.
.
#metoo #metoomovement #feminism #Womenempowerment #womenintech #womenempoweringwoman #womenempoweringeachother #rapesurvivor #sexualabuse @ London,… https://t.co/sK51ONr00s"
129,Agreed #TimesUp #Metoomovement #EnoughIsEnough https://t.co/lXzAkG77Lx
130,"GRANNY IS BREAK DANCING~23 YRS FOR WEINSTEIN~
A real celebration for #MeToo #MeeToo #Metoomovement #MAGA #KAG #weinsteinsentence #HarveyWeinstein #HarveyWeinsteinDidntKillHimself 
#Weinstein #WeinsteinSentencing #WeinsteinSentenced https://t.co/XCaEYStZFg https://t.co/nt4JYiwt6U"
131,Where’s the #Metoomovement ? where’s Hollywood? Why is this not being celebrated in the streets? Why is this not trending? Not top news of the day? Justice was served and no one cares? This is why women don’t come forward! There’s no real support! https://t.co/9ixoall7wg
132,#90s #rap has anyone ever went and watched all the #hiphop videos they have #Metoomovement all over them!
133,No Justice for Harvey Weinstein’s Victims #Metoo #metoomovement #Survivors  https://t.co/NLOGB5VeyW
134,Sicko!  @Erin_MA_Shean thank you for sharing your touching story. I support you! #Metoomovement #strength https://t.co/bfcpDv2Jp9
135,"Saw @NetflixIndia original movie #GuiltyOnNetflix #Guilty starring @advani_kiara 

Pretty decent movie on #Metoomovement 

Story acting was apt 

Decent movie 

3/5 my rating"
136,I don't care about Harvey Weinstein but I do care about the #metoomovement and the opportunity that women do have a voice and they can speak out
137,The courts used to burn women at the stake based on hearsay accusations of witchcraft. Now they burn prominent men based on hearsay. #MeToo #metooindia #Metoomovement
138,"Please vote 4 my book cover for cover of the month. Help others with child loss, grief, abuse. Thank you kindly. 
https://t.co/wkLkdpACzL #ASMSG #IARTG #metoomovement #ChildhoodCancer #specialneeds #childloss #pdf1 #RomanceReaders #ian1 
#DomesticAbuse #Romance #CR4U #CoPromosRT"
139,"Please vote 4 my book cover for cover of the month. Help others with child loss, grief, #abuse. #rape https://t.co/yfHkxsqclJ #DomesticAbuse #ChildhoodCancer Thank you kindly. #ASMSG #IARTG #metoomovement #DomesticAbuse #Romance #CR4U #ADHD #specialneeds"
140,May this be a turning point ending impunity of violence against women. https://t.co/idU2FNNJVI #Metoomovement #IWD2020
141,Just found out that Harvey Weinstein has been sentenced to 23 years in prison! Delighted. I hope that vile predator will never harm again. #Metoomovement https://t.co/i2OSnuUCLe
142,"@LaurelSchuett If there is such a thing as Divine Justice, he will. #MeTooMovement"
143,"saved up for 'his very long residency at the Prison', he's going to need it, is my guess. #KarmasABitchWeinstein #WeisteinsGuiltyAsCharged #Weinstein #WeinsteinsGuilty #MeTooMovement"
144,Whatever happened to the #Metoomovement in India we have this 👇 https://t.co/ePhmH9PxoQ
145,"After almost three years of the Ongoing  of #MeTooMovement voices of Sexual abuse, Harassment etc came to light , and yesterday the accused Harvey Weinstein whose deeds have sparked this movement was brought to justice by Sentencing to 23 years of Imprisonment.."
146,"So this time Me too is with results,as an American film producer Harvey Weinstein sent behind bars for 23 yrs for molesting over approx 30 women.I don't know even our judiciary is working with lodged complaints or not? Anyone have ideas?😟😟
#MeToo #Metoomovement
#HarveyWeinstein https://t.co/KcxQGXOkSJ"
147,"In the era of the #MeToo movement, who believes that #JoeBiden should be the liberal choice against #Trump?
Women, know your #allies, please. 

#Feminism #IntersectionalFeminism #feminist #Metoomovement #HarveyWeinsteinGuilty https://t.co/htjpxOEyMu"
148,"After a shitty week of disappointments, the Harvey Weinstein news is 🔥🔥🔥 #MeToo #Metoomovement Courageous of the women to hv spoken up. #IBelieveHer"
149,"@JoeBiden @JoeBiden remember when you attacked a victim of sexual assault? A lot of us remember #Metoomovement #neverbiden #BidenLosesToTrump 

https://t.co/L0a377zP4W"
150,"https://t.co/RE8ImYKM8w Virtually gone most employment now is about power, control, lust #METOO #METOOMOVEMENT is so need (not witch hunt, DONE THE RIGHT WAY)"
151,This is according to Colorado Revised Statute §18-3-402. #SexualAssault #MeToo #MeTooMovement https://t.co/kdCI7QWVQP
152,WHO says the #metoo is dead. Bye bye Harvey. #HARV23 He shouldve been given 19 years #COVID19NC #Corona #coronavirus #WeinsteinSentencing #Weinstein @nytimes @washingtonpost #CoronavirusOutbreak #HarveyWeinsteinGuilty #BreakingNews  #Metoomovement
153,"@KingNoire Nah no apologizing for Bill over here... I, personally, didn’t like the media treatment/ #MeToomovement ‘s lack of presence for calling Weinstein out or putting on a “show” at his trial"
